35.9947	50	4
35.9949	50	4
35.995	50	4
41.9943	50	4
41.9943	50	4
44.9942	50	5
44.9942	50	5
41.9943	50	5
44.9942	50	5
44.9942	50	6
41.9943	50	6
44.9942	50	6
38.9945	50	6
44.9942	50	6
47.9942	50	6
47.9942	50	6
47.9942	50	6
44.9942	50	6
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
38.9945	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
38.9945	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
41.9943	50	4
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
44.9942	49	5
47.9942	48	6
47.9942	48	6
47.9942	48	6
50.9942	48	7
50.9942	48	7
50.9942	48	7
47.9942	48	7
50.9942	48	7
50.9942	48	7
50.9942	48	7
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
53.9942	48	8
56.9942	47	9
56.9942	47	9
56.9942	47	9
53.9942	47	9
53.9942	47	9
53.9942	48	9
53.9942	48	9
53.9942	47	9
56.9942	47	9
53.9942	47	9
56.9942	47	9
56.9942	47	9
56.9942	47	9
56.9942	47	9
59.9942	48	10
56.9942	47	10
59.9942	48	10
59.9942	48	10
59.9942	48	10
59.9942	48	10
59.9942	48	10
62.9943	48	11
59.9942	47	10
59.9942	47	10
59.9942	47	10
